Name,longitude,latitude,TransportMode,StopPlaceType
PONT HOPITAL,799153.7023496577,6479330.258918235,bus,,FR:Quay:234:,any,
VAL RONZIERE,799011.0372019355,6479354.451828498,bus,,FR:Quay:235:,any,
VAL RONZIERE,799025.1510426004,6479369.318231285,bus,,FR:Quay:236:,any,
KARL MARX,799476.5412721827,6479110.708212029,bus,,FR:Quay:2630:,any,
KARL MARX,799481.5788876159,6479115.660842594,bus,,FR:Quay:2631:,any,
MOZART,799748.4723093894,6478896.586065757,bus,,FR:Quay:2632:,any,
MOZART,799742.5546532453,6478905.628284233,bus,,FR:Quay:2633:,any,
ERNEST RENAN,800298.7094913464,6478982.822661922,bus,,FR:Quay:2634:,any,
ERNEST RENAN,800291.3168343081,6478935.927971907,bus,,FR:Quay:2635:,any,
NADELLA,806085.5846753574,6478877.626099025,bus,,FR:Quay:237:,any,
NADELLA,806113.7189506805,6478896.369465086,bus,,FR:Quay:238:,any,
PLEIN SOLEIL,806735.88380139,6479803.2496446315,bus,,FR:Quay:2636:,any,
PLEIN SOLEIL,806745.1897023654,6479840.13706318,bus,,FR:Quay:2637:,any,
LE MONTCEL,806836.5557544327,6479775.416987573,bus,,FR:Quay:2065:,any,
LE MONTCEL,806839.6038571894,6479781.385622646,bus,,FR:Quay:2066:,any,
CITE DES MAS,806897.7679281622,6479572.078974022,bus,,FR:Quay:2067:,any,
CITE DES MAS,806901.8660805152,6479584.033260313,bus,,FR:Quay:2068:,any,
LA RECAMIERE,806824.7960338751,6479332.916656113,bus,,FR:Quay:2069:,any,
LA RECAMIERE,806849.8737174687,6479344.692341404,bus,,FR:Quay:2070:,any,
GARE RICAMARIE,806434.0366599043,6479202.363966491,bus,,FR:Quay:2071:,any,
GARE RICAMARIE,806451.0200834476,6479202.219398802,bus,,FR:Quay:2072:,any,
LA VERRERIE,806513.9116552013,6479078.7949961405,bus,,FR:Quay:239:,any,
LA VERRERIE,806474.8816481167,6479071.134460044,bus,,FR:Quay:240:,any,
