service_id,date,exception_type
000010,20230303,1
000010,20230310,1
000011,20230211,1
000011,20230218,1
000011,20230225,1
000011,20230304,1
000011,20230311,1
000011,20230318,1
000011,20230325,1
000011,20230401,1
000011,20230408,1
000011,20230415,1
000011,20230422,1
000011,20230429,1
000011,20230506,1
000012,20230211,1
000012,20230212,1
000012,20230218,1
000012,20230219,1
000012,20230225,1
000012,20230226,1
000012,20230304,1
000012,20230305,1
000012,20230311,1
000012,20230312,1
000012,20230318,1
000012,20230319,1
000012,20230325,1
000012,20230326,1
000012,20230401,1
000012,20230402,1
000012,20230408,1
000012,20230409,1
000012,20230410,1
000012,20230415,1
000012,20230416,1
000012,20230422,1
000012,20230423,1
000012,20230429,1
000012,20230430,1
000012,20230501,1
000012,20230506,1
000012,20230507,1
000012,20230508,1
000013,20230210,1
000013,20230212,1
000013,20230217,1
000013,20230219,1
000013,20230224,1
000013,20230226,1
000013,20230303,1
000013,20230305,1
000013,20230310,1
000013,20230312,1
000013,20230317,1
000013,20230319,1
000013,20230324,1
000013,20230326,1
000013,20230331,1
000013,20230402,1
000013,20230407,1
000013,20230409,1
000013,20230410,1
000013,20230414,1
000013,20230416,1
000013,20230421,1
000013,20230423,1
000013,20230428,1
000013,20230430,1
000013,20230501,1
000013,20230505,1
000013,20230507,1
000013,20230508,1
000014,20230210,1
000014,20230213,1
000014,20230214,1
000014,20230215,1
000014,20230216,1
000014,20230217,1
000014,20230220,1
000014,20230221,1
000014,20230222,1
000014,20230223,1
000014,20230224,1
000014,20230313,1
000014,20230314,1
000014,20230315,1
000014,20230316,1
000014,20230317,1
000014,20230320,1
000014,20230321,1
000014,20230322,1
000014,20230323,1
000014,20230324,1
000014,20230327,1
000014,20230328,1
000014,20230329,1
000014,20230330,1
000014,20230331,1
000014,20230403,1
000014,20230404,1
000014,20230405,1
000014,20230406,1
000014,20230407,1
000014,20230411,1
000014,20230412,1
000014,20230413,1
000014,20230414,1
000014,20230417,1
000014,20230418,1
000014,20230419,1
000014,20230420,1
000014,20230421,1
000014,20230424,1
000014,20230425,1
000014,20230426,1
000014,20230427,1
000014,20230428,1
000014,20230502,1
000014,20230503,1
000014,20230504,1
000014,20230505,1
000014,20230509,1
000015,20230227,1
000015,20230228,1
000015,20230301,1
000015,20230302,1
000015,20230303,1
000015,20230306,1
000015,20230307,1
000015,20230308,1
000015,20230309,1
000015,20230310,1
000016,20230213,1
000016,20230214,1
000016,20230215,1
000016,20230216,1
000016,20230220,1
000016,20230221,1
000016,20230222,1
000016,20230223,1
000016,20230227,1
000016,20230228,1
000016,20230301,1
000016,20230302,1
000016,20230306,1
000016,20230307,1
000016,20230308,1
000016,20230309,1
000016,20230313,1
000016,20230314,1
000016,20230315,1
000016,20230316,1
000016,20230320,1
000016,20230321,1
000016,20230322,1
000016,20230323,1
000016,20230327,1
000016,20230328,1
000016,20230329,1
000016,20230330,1
000016,20230403,1
000016,20230404,1
000016,20230405,1
000016,20230406,1
000016,20230411,1
000016,20230412,1
000016,20230413,1
000016,20230417,1
000016,20230418,1
000016,20230419,1
000016,20230420,1
000016,20230424,1
000016,20230425,1
000016,20230426,1
000016,20230427,1
000016,20230502,1
000016,20230503,1
000016,20230504,1
000016,20230509,1
000017,20230211,1
000018,20230210,1
000018,20230211,1
000018,20230213,1
000018,20230214,1
000018,20230215,1
000018,20230216,1
000018,20230217,1
000018,20230218,1
000018,20230220,1
000018,20230221,1
000018,20230222,1
000018,20230223,1
000018,20230224,1
000018,20230225,1
000018,20230227,1
000018,20230228,1
000018,20230301,1
000018,20230302,1
000018,20230303,1
000018,20230304,1
000018,20230306,1
000018,20230307,1
000018,20230308,1
000018,20230309,1
000018,20230310,1
000018,20230311,1
000018,20230313,1
000018,20230314,1
000018,20230315,1
000018,20230316,1
000018,20230317,1
000018,20230318,1
000018,20230320,1
000018,20230321,1
000018,20230322,1
000018,20230323,1
000018,20230324,1
000018,20230325,1
000018,20230327,1
000018,20230328,1
000018,20230329,1
000018,20230330,1
000018,20230331,1
000018,20230401,1
000018,20230403,1
000018,20230404,1
000018,20230405,1
000018,20230406,1
000018,20230407,1
000018,20230408,1
000018,20230411,1
000018,20230412,1
000018,20230413,1
000018,20230414,1
000018,20230415,1
000018,20230417,1
000018,20230418,1
000018,20230419,1
000018,20230420,1
000018,20230421,1
000018,20230422,1
000018,20230424,1
000018,20230425,1
000018,20230426,1
000018,20230427,1
000018,20230428,1
000018,20230429,1
000018,20230502,1
000018,20230503,1
000018,20230504,1
000018,20230505,1
000018,20230506,1
000018,20230509,1
000019,20230417,1
000019,20230418,1
000019,20230419,1
000019,20230420,1
000019,20230421,1
000019,20230424,1
000019,20230425,1
000019,20230426,1
000019,20230427,1
000019,20230428,1
000019,20230502,1
000019,20230503,1
000019,20230504,1
000019,20230505,1
000019,20230509,1
000020,20230213,1
000020,20230214,1
000020,20230215,1
000020,20230216,1
000020,20230217,1
000020,20230220,1
000020,20230221,1
000020,20230222,1
000020,20230223,1
000020,20230224,1
000020,20230227,1
000020,20230228,1
000020,20230301,1
000020,20230302,1
000020,20230303,1
000020,20230306,1
000020,20230307,1
000020,20230308,1
000020,20230309,1
000020,20230310,1
000020,20230313,1
000020,20230314,1
000020,20230315,1
000020,20230316,1
000020,20230317,1
000020,20230320,1
000020,20230321,1
000020,20230322,1
000020,20230323,1
000020,20230324,1
000020,20230327,1
000020,20230328,1
000020,20230329,1
000020,20230330,1
000020,20230331,1
000020,20230403,1
000020,20230404,1
000020,20230405,1
000020,20230406,1
000020,20230407,1
000020,20230411,1
000020,20230412,1
000020,20230413,1
000020,20230414,1
000021,20230210,1
000022,20230213,1
000022,20230214,1
000022,20230215,1
000022,20230216,1
000022,20230217,1
000022,20230220,1
000022,20230221,1
000022,20230222,1
000022,20230223,1
000022,20230224,1
000022,20230227,1
000022,20230228,1
000022,20230301,1
000022,20230302,1
000022,20230303,1
000022,20230306,1
000022,20230307,1
000022,20230308,1
000022,20230309,1
000022,20230310,1
000022,20230313,1
000022,20230314,1
000022,20230315,1
000022,20230316,1
000022,20230317,1
000022,20230320,1
000022,20230321,1
000022,20230322,1
000022,20230323,1
000022,20230324,1
000022,20230327,1
000022,20230328,1
000022,20230329,1
000022,20230330,1
000022,20230331,1
000022,20230403,1
000022,20230404,1
000022,20230405,1
000022,20230406,1
000022,20230407,1
000022,20230411,1
000022,20230412,1
000022,20230413,1
000022,20230414,1
000022,20230417,1
000022,20230418,1
000022,20230419,1
000022,20230420,1
000022,20230421,1
000022,20230424,1
000022,20230425,1
000022,20230426,1
000022,20230427,1
000022,20230428,1
000022,20230502,1
000022,20230503,1
000022,20230504,1
000022,20230505,1
000022,20230509,1
000023,20230226,1
000023,20230305,1
000023,20230312,1
000023,20230319,1
000023,20230326,1
000024,20230430,1
000024,20230501,1
000025,20230213,1
000025,20230214,1
000025,20230215,1
000025,20230216,1
000025,20230217,1
000025,20230220,1
000025,20230221,1
000025,20230222,1
000025,20230223,1
